,cust_id,sex,area,birthyr,hh_income,age,marital,ranseq,signup_date
14172,B100079663,M,gyunggi,1987,25000,34,固去,14172,2018-11-10 11:11:27.243860
14173,B100009230,F,gangwon,1984,83000,37,扁去,14173,2019-01-21 11:11:27.243860
14174,B100000127,F,seoul,1992,46000,29,扁去,14174,2018-11-27 11:11:27.243860
14175,B100071356,F,gyunggi,1982,68000,39,扁去,14175,2019-12-30 11:11:27.243860
14176,B100085477,F,gyunggi,1987,23000,34,固去,14176,2017-03-22 11:11:27.243860
14177,B100093232,M,seoul,1993,23000,28,固去,14177,2018-10-21 11:11:27.243860
14178,B100051880,M,gyunggi,1968,25000,53,扁去,14178,2018-06-04 11:11:27.243860
14179,B100023727,M,gyunggi,1990,70000,31,固去,14179,2020-01-06 11:11:27.243860
14180,B100061758,M,gyunggi,1989,40000,32,扁去,14180,2017-02-21 11:11:27.243860
14181,B100023126,F,seoul,1980,56000,41,扁去,14181,2019-05-15 11:11:27.243860
14182,B100029020,M,gyunggi,1982,50000,39,扁去,14182,2018-05-11 11:11:27.243860
14183,B100006408,M,gyunggi,1986,45000,35,扁去,14183,2018-12-29 11:11:27.243860
14184,B100072091,M,gyunggi,1983,70000,38,扁去,14184,2020-04-03 11:11:27.243860
14185,B100097544,F,seoul,1997,66000,24,固去,14185,2018-11-24 11:11:27.243860
14186,B100016714,M,gyunggi,1989,45000,32,固去,14186,2018-06-10 11:11:27.243860
14187,B100064132,F,gyunggi,1991,58000,30,固去,14187,2019-03-21 11:11:27.243860
14188,B100001773,M,inchon,1981,53000,40,扁去,14188,2016-09-08 11:11:27.243860
14189,B100036703,F,seoul,1975,46000,46,扁去,14189,2017-03-16 11:11:27.243860
14190,B100015551,F,seoul,1999,71000,22,固去,14190,2016-12-12 11:11:27.243860
14191,B100010297,F,seoul,1996,26000,25,固去,14191,2018-04-20 11:11:27.243860
14192,B100081067,F,gyunggi,1994,83000,27,扁去,14192,2018-11-21 11:11:27.243860
14193,B100033363,F,seoul,1994,86000,27,固去,14193,2018-03-17 11:11:27.243860
14194,B100055543,F,seoul,1993,46000,28,固去,14194,2018-10-16 11:11:27.243860
14195,B100011845,F,seoul,1984,86000,37,扁去,14195,2017-06-07 11:11:27.243860
14196,B100097230,M,seoul,1992,43000,29,固去,14196,2018-04-11 11:11:27.243860
14197,B100065687,F,seoul,1977,66000,44,扁去,14197,2018-03-02 11:11:27.243860
14198,B100067614,M,seoul,1998,63000,23,固去,14198,2019-07-15 11:11:27.243860
14199,B100039984,M,gyunggi,1990,20000,31,固去,14199,2017-02-28 11:11:27.243860
14200,B100007088,F,gyunggi,1996,63000,25,固去,14200,2020-08-14 11:11:27.243860
14201,B100049407,F,seoul,1993,21000,28,扁去,14201,2019-07-07 11:11:27.243860
14202,B100030344,M,gyunggi,1980,55000,41,扁去,14202,2016-09-11 11:11:27.243860
14203,B100086334,M,gyunggi,1977,53000,44,扁去,14203,2017-11-30 11:11:27.243860
14204,B100094746,F,seoul,1983,66000,38,扁去,14204,2016-12-04 11:11:27.243860
14205,B100034700,F,gyunggi,1962,68000,59,扁去,14205,2019-06-25 11:11:27.243860
14206,B100000668,F,gyunggi,1990,18000,31,固去,14206,2017-07-13 11:11:27.243860
14207,B100078744,F,gyunggi,1998,23000,23,固去,14207,2016-11-05 11:11:27.243860
14208,B100075057,F,gyunggi,1980,23000,41,扁去,14208,2020-06-30 11:11:27.243860
14209,B100084986,M,seoul,1989,43000,32,固去,14209,2019-06-20 11:11:27.243860
14210,B100006964,F,seoul,1989,51000,32,固去,14210,2016-09-14 11:11:27.243860
14211,B100066339,F,seoul,1979,86000,42,扁去,14211,2020-09-09 11:11:27.243860
14212,B100035834,F,gangwon,1982,63000,39,扁去,14212,2018-11-12 11:11:27.243860
14213,B100055979,M,seoul,1990,51000,31,扁去,14213,2017-04-18 11:11:27.243860
14214,B100084312,M,seoul,1985,53000,36,扁去,14214,2019-09-06 11:11:27.243860
14215,B100039828,F,seoul,1990,49000,31,固去,14215,2019-04-10 11:11:27.243860
14216,B100088607,M,gyunggi,1989,80000,32,固去,14216,2019-02-01 11:11:27.243860
14217,B100060423,M,seoul,1992,63000,29,固去,14217,2016-09-29 11:11:27.243860
14218,B100068565,F,seoul,2000,86000,21,固去,14218,2018-04-22 11:11:27.243860
14219,B100001125,M,seoul,1989,73000,32,扁去,14219,2019-02-02 11:11:27.243860
14220,B100018408,F,gyunggi,1984,68000,37,扁去,14220,2018-12-13 11:11:27.243860
14221,B100086060,M,seoul,1982,73000,39,扁去,14221,2018-02-19 11:11:27.243860
14222,B100062611,F,gyunggi,1973,73000,48,扁去,14222,2020-08-22 11:11:27.243860
14223,B100079834,F,gyunggi,1990,38000,31,固去,14223,2018-01-22 11:11:27.243860
14224,B100022240,F,inchon,1980,23000,41,扁去,14224,2019-01-06 11:11:27.243860
14225,B100005629,M,gyunggi,1963,25000,58,扁去,14225,2017-05-24 11:11:27.243860
14226,B100025155,M,gyunggi,1991,70000,30,固去,14226,2019-11-09 11:11:27.243860
14227,B100025692,M,gyunggi,1992,20000,29,固去,14227,2016-06-22 11:11:27.243860
14228,B100067119,M,gyunggi,1990,45000,31,扁去,14228,2018-11-23 11:11:27.243860
14229,B100073324,M,seoul,1987,88000,34,固去,14229,2020-05-18 11:11:27.243860
14230,B100093780,M,seoul,1981,88000,40,扁去,14230,2019-06-10 11:11:27.243860
14231,B100090187,M,seoul,1970,58000,51,扁去,14231,2016-12-11 11:11:27.243860
14232,B100009767,M,inchon,1990,80000,31,固去,14232,2019-06-23 11:11:27.243860
14233,B100002632,F,gangwon,1995,68000,26,固去,14233,2016-07-24 11:11:27.243860
14234,B100027822,F,gyunggi,1998,51000,23,固去,14234,2018-10-10 11:11:27.243860
14235,B100016860,M,gyunggi,1990,65000,31,固去,14235,2018-12-29 11:11:27.243860
14236,B100030688,F,gangwon,1994,51000,27,固去,14236,2019-02-18 11:11:27.243860
14237,B100058973,M,gyunggi,1977,70000,44,扁去,14237,2019-02-05 11:11:27.243860
14238,B100095106,M,gyunggi,1967,25000,54,扁去,14238,2019-07-23 11:11:27.243860
14239,B100036876,F,gangwon,1977,23000,44,扁去,14239,2019-07-10 11:11:27.243860
14240,B100004179,M,seoul,1996,23000,25,固去,14240,2018-08-27 11:11:27.243860
14241,B100017235,M,inchon,1986,53000,35,固去,14241,2018-10-09 11:11:27.243860
14242,B100097973,F,inchon,1990,78000,31,固去,14242,2019-07-08 11:11:27.243860
14243,B100003710,M,gyunggi,1990,20000,31,固去,14243,2019-08-13 11:11:27.243860
14244,B100090747,M,seoul,1992,68000,29,固去,14244,2018-11-13 11:11:27.243860
14245,B100045217,M,inchon,1982,75000,39,扁去,14245,2018-03-20 11:11:27.243860
14246,B100054747,M,gyunggi,1981,65000,40,扁去,14246,2018-07-10 11:11:27.243860
14247,B100069603,M,gyunggi,1981,55000,40,扁去,14247,2019-02-25 11:11:27.243860
14248,B100012280,F,inchon,1997,68000,24,固去,14248,2019-06-12 11:11:27.243860
14249,B100014333,M,seoul,1990,63000,31,扁去,14249,2019-06-27 11:11:27.243860
14250,B100021454,M,gangwon,1982,25000,39,扁去,14250,2017-12-21 11:11:27.243860
14251,B100062903,F,seoul,1991,51000,30,固去,14251,2018-05-13 11:11:27.243860
14252,B100097478,F,seoul,1992,21000,29,扁去,14252,2019-01-03 11:11:27.243860
14253,B100084408,F,gyunggi,1986,23000,35,固去,14253,2017-06-27 11:11:27.243860
14254,B100052657,M,inchon,1982,55000,39,扁去,14254,2019-07-23 11:11:27.243860
14255,B100087909,M,gangwon,1991,40000,30,扁去,14255,2018-12-11 11:11:27.243860
14256,B100090310,M,gangwon,1988,45000,33,固去,14256,2017-02-23 11:11:27.243860
14257,B100044069,M,gangwon,1967,85000,54,扁去,14257,2017-06-06 11:11:27.243860
14258,B100032967,F,seoul,1987,71000,34,扁去,14258,2019-01-24 11:11:27.243860
14259,B100065865,M,inchon,1982,55000,39,扁去,14259,2016-12-24 11:11:27.243860
14260,B100001750,F,gangwon,1988,53000,33,扁去,14260,2019-05-28 11:11:27.243860
14261,B100009496,M,inchon,1981,45000,40,固去,14261,2020-05-29 11:11:27.243860
14262,B100003376,M,gyunggi,1990,80000,31,固去,14262,2018-08-29 11:11:27.243860
14263,B100054115,F,seoul,1979,26000,42,扁去,14263,2018-11-18 11:11:27.243860
14264,B100081198,F,gangwon,1995,53000,26,固去,14264,2019-10-17 11:11:27.243860
14265,B100060792,F,gangwon,1977,53000,44,扁去,14265,2018-11-16 11:11:27.243860
14266,B100007629,M,gyunggi,1978,70000,43,扁去,14266,2017-07-16 11:11:27.243860
14267,B100010699,F,gyunggi,1991,43000,30,扁去,14267,2018-01-24 11:11:27.243860
14268,B100063026,F,seoul,1985,46000,36,扁去,14268,2019-06-13 11:11:27.243860
14269,B100021154,M,seoul,1981,88000,40,扁去,14269,2020-01-10 11:11:27.243860
14270,B100094092,F,seoul,1976,54000,45,扁去,14270,2019-02-28 11:11:27.243860
14271,B100039784,M,gyunggi,1988,55000,33,扁去,14271,2016-07-10 11:11:27.243860
14272,B100004515,F,inchon,1980,51000,41,扁去,14272,2016-06-22 11:11:27.243860
14273,B100034335,M,seoul,1992,23000,29,扁去,14273,2016-10-05 11:11:27.243860
14274,B100030406,F,seoul,1992,66000,29,固去,14274,2019-12-05 11:11:27.243860
14275,B100008605,M,seoul,1972,73000,49,扁去,14275,2018-03-07 11:11:27.243860
14276,B100071105,M,gangwon,1990,20000,31,扁去,14276,2019-04-17 11:11:27.243860
14277,B100022053,M,gyunggi,1985,70000,36,扁去,14277,2016-01-27 11:11:27.243860
14278,B100070815,M,inchon,1991,65000,30,固去,14278,2019-08-20 11:11:27.243860
14279,B100098856,F,gyunggi,1989,63000,32,固去,14279,2016-01-27 11:11:27.243860
14280,B100041704,F,gyunggi,1983,68000,38,扁去,14280,2019-08-09 11:11:27.243860
14281,B100003613,F,seoul,1979,56000,42,扁去,14281,2018-09-19 11:11:27.243860
14282,B100016159,M,inchon,1983,55000,38,扁去,14282,2016-08-03 11:11:27.243860
14283,B100026365,F,seoul,1992,71000,29,固去,14283,2019-01-16 11:11:27.243860
14284,B100042276,F,seoul,1979,26000,42,扁去,14284,2018-02-26 11:11:27.243860
14285,B100032908,F,seoul,1987,76000,34,扁去,14285,2016-03-08 11:11:27.243860
14286,B100074453,F,inchon,1999,48000,22,固去,14286,2019-02-03 11:11:27.243860
14287,B100011067,M,seoul,1999,48000,22,固去,14287,2019-09-26 11:11:27.243860
14288,B100008411,M,seoul,1990,23000,31,固去,14288,2019-05-05 11:11:27.243860
14289,B100004745,F,inchon,1994,68000,27,固去,14289,2018-05-23 11:11:27.243860
14290,B100081968,F,gyunggi,1992,46000,29,固去,14290,2018-01-19 11:11:27.243860
14291,B100076160,F,inchon,1992,48000,29,扁去,14291,2016-01-11 11:11:27.243860
14292,B100044375,F,inchon,1998,63000,23,固去,14292,2016-10-11 11:11:27.243860
14293,B100084721,M,seoul,1993,63000,28,固去,14293,2016-03-25 11:11:27.243860
14294,B100089339,F,seoul,1977,71000,44,扁去,14294,2019-07-19 11:11:27.243860
14295,B100049218,M,gyunggi,1981,65000,40,扁去,14295,2019-03-03 11:11:27.243860
14296,B100040630,F,seoul,1964,86000,57,扁去,14296,2018-10-11 11:11:27.243860
14297,B100091428,F,seoul,1996,71000,25,固去,14297,2019-01-21 11:11:27.243860
14298,B100075741,F,inchon,1979,83000,42,扁去,14298,2016-04-27 11:11:27.243860
14299,B100039252,M,seoul,1996,63000,25,固去,14299,2019-01-10 11:11:27.243860
14300,B100069441,M,gyunggi,1988,85000,33,扁去,14300,2017-10-12 11:11:27.243860
14301,B100056844,M,gangwon,1988,85000,33,固去,14301,2018-10-27 11:11:27.243860
14302,B100000714,F,seoul,1992,21000,29,固去,14302,2019-08-07 11:11:27.243860
14303,B100006352,M,gyunggi,1966,85000,55,扁去,14303,2018-06-15 11:11:27.243860
14304,B100008286,M,seoul,1988,48000,33,固去,14304,2016-02-20 11:11:27.243860
14305,B100072702,F,gyunggi,1983,43000,38,扁去,14305,2017-01-12 11:11:27.243860
14306,B100076393,F,seoul,1998,56000,23,固去,14306,2019-01-20 11:11:27.243860
14307,B100040077,M,seoul,1983,58000,38,扁去,14307,2017-08-13 11:11:27.243860
14308,B100075796,M,gyunggi,1982,53000,39,扁去,14308,2019-08-24 11:11:27.243860
14309,B100080238,F,inchon,1995,53000,26,固去,14309,2017-02-09 11:11:27.243860
14310,B100078289,F,gyunggi,1978,43000,43,扁去,14310,2016-02-06 11:11:27.243860
14311,B100047410,M,seoul,1980,28000,41,扁去,14311,2019-10-27 11:11:27.243860
14312,B100063653,F,seoul,1966,66000,55,扁去,14312,2017-06-29 11:11:27.243860
14313,B100029368,M,seoul,1973,28000,48,扁去,14313,2019-05-16 11:11:27.243860
14314,B100082256,F,inchon,1977,63000,44,扁去,14314,2018-06-07 11:11:27.243860
14315,B100041531,M,inchon,1991,70000,30,扁去,14315,2019-05-27 11:11:27.243860
14316,B100044901,F,inchon,1997,53000,24,固去,14316,2017-05-11 11:11:27.243860
14317,B100044133,M,seoul,1981,88000,40,扁去,14317,2017-12-15 11:11:27.243860
14318,B100085054,M,seoul,1987,28000,34,扁去,14318,2019-02-25 11:11:27.243860
14319,B100013081,F,gyunggi,1977,51000,44,扁去,14319,2018-06-03 11:11:27.243860
14320,B100037427,F,gyunggi,1979,63000,42,扁去,14320,2018-06-23 11:11:27.243860
14321,B100044410,M,seoul,1980,28000,41,扁去,14321,2016-11-06 11:11:27.243860
14322,B100035431,M,seoul,1978,28000,43,扁去,14322,2020-03-07 11:11:27.243860
14323,B100021631,F,gangwon,1982,83000,39,扁去,14323,2019-03-19 11:11:27.243860
14324,B100029412,M,inchon,1981,25000,40,扁去,14324,2017-07-19 11:11:27.243860
14325,B100006707,F,gyunggi,1997,51000,24,固去,14325,2017-11-05 11:11:27.243860
14326,B100043744,F,gangwon,1959,23000,62,扁去,14326,2019-01-02 11:11:27.243860
14327,B100087947,M,seoul,1979,53000,42,扁去,14327,2018-09-21 11:11:27.243860
14328,B100010576,F,inchon,1991,68000,30,固去,14328,2018-07-28 11:11:27.243860
14329,B100062517,F,gyunggi,1987,53000,34,扁去,14329,2017-12-20 11:11:27.243860
14330,B100056799,F,inchon,1989,18000,32,扁去,14330,2017-01-25 11:11:27.243860
14331,B100083940,M,seoul,1988,56000,33,扁去,14331,2019-05-01 11:11:27.243860
14332,B100079459,F,gyunggi,1993,18000,28,固去,14332,2018-06-08 11:11:27.243860
14333,B100053568,F,gyunggi,1961,83000,60,扁去,14333,2018-08-07 11:11:27.243860
14334,B100047601,M,seoul,1982,28000,39,扁去,14334,2018-11-23 11:11:27.243860
14335,B100004768,F,gyunggi,1991,43000,30,固去,14335,2020-04-04 11:11:27.243860
14336,B100034133,F,seoul,1989,71000,32,固去,14336,2019-09-06 11:11:27.243860
14337,B100039533,M,seoul,1987,68000,34,固去,14337,2018-06-27 11:11:27.243860
14338,B100033193,F,gyunggi,1995,53000,26,固去,14338,2018-09-07 11:11:27.243860
14339,B100001005,M,seoul,1990,63000,31,固去,14339,2019-01-09 11:11:27.243860
14340,B100051455,F,seoul,1988,54000,33,扁去,14340,2016-05-20 11:11:27.243860
14341,B100020450,M,inchon,1979,75000,42,扁去,14341,2019-08-15 11:11:27.243860
14342,B100072642,M,gangwon,1983,50000,38,扁去,14342,2018-05-09 11:11:27.243860
14343,B100090261,F,seoul,1985,76000,36,扁去,14343,2018-12-02 11:11:27.243860
14344,B100003559,M,seoul,1985,58000,36,扁去,14344,2016-08-15 11:11:27.243860
14345,B100050273,M,gyunggi,1990,65000,31,扁去,14345,2020-06-20 11:11:27.243860
14346,B100094979,F,seoul,1962,26000,59,扁去,14346,2018-10-18 11:11:27.243860
14347,B100003860,F,seoul,1982,66000,39,扁去,14347,2018-04-23 11:11:27.243860
14348,B100053862,M,gyunggi,1991,48000,30,扁去,14348,2018-08-04 11:11:27.243860
14349,B100057028,M,gangwon,1996,80000,25,固去,14349,2018-11-11 11:11:27.243860
14350,B100088707,M,seoul,1980,58000,41,扁去,14350,2016-04-22 11:11:27.243860
14351,B100055746,M,seoul,1996,53000,25,固去,14351,2016-12-04 11:11:27.243860
14352,B100089853,M,inchon,1980,25000,41,扁去,14352,2017-01-14 11:11:27.243860
14353,B100003361,F,inchon,1979,48000,42,扁去,14353,2018-06-12 11:11:27.243860
14354,B100088872,M,seoul,1980,88000,41,扁去,14354,2020-05-25 11:11:27.243860
14355,B100022325,M,seoul,1985,68000,36,扁去,14355,2019-01-09 11:11:27.243860
14356,B100053417,F,seoul,1964,76000,57,扁去,14356,2020-02-03 11:11:27.243860
14357,B100023207,F,gyunggi,1977,83000,44,扁去,14357,2018-02-03 11:11:27.243860
14358,B100086054,M,gangwon,1983,50000,38,扁去,14358,2017-05-12 11:11:27.243860
14359,B100063230,M,gyunggi,1988,25000,33,固去,14359,2017-01-15 11:11:27.243860
14360,B100082250,F,inchon,1995,51000,26,固去,14360,2019-05-21 11:11:27.243860
14361,B100043816,M,inchon,1993,40000,28,固去,14361,2019-05-28 11:11:27.243860
14362,B100041433,F,seoul,1994,26000,27,固去,14362,2017-07-22 11:11:27.243860
14363,B100064760,M,seoul,1989,53000,32,固去,14363,2018-04-03 11:11:27.243860
14364,B100038454,F,seoul,1979,76000,42,扁去,14364,2019-08-14 11:11:27.243860
14365,B100047408,F,gyunggi,1992,78000,29,固去,14365,2019-05-11 11:11:27.243860
14366,B100002783,M,gyunggi,1989,45000,32,固去,14366,2020-01-01 11:11:27.243860
14367,B100089343,M,inchon,1981,50000,40,扁去,14367,2016-09-03 11:11:27.243860
14368,B100053346,F,gyunggi,1992,46000,29,固去,14368,2018-04-29 11:11:27.243860
14369,B100091835,M,inchon,2000,20000,21,固去,14369,2020-01-18 11:11:27.243860
14370,B100004194,M,seoul,1989,48000,32,固去,14370,2017-01-23 11:11:27.243860
14371,B100074224,F,inchon,1980,51000,41,扁去,14371,2019-01-28 11:11:27.243860
14372,B100062810,M,inchon,1994,70000,27,固去,14372,2018-03-20 11:11:27.243860
14373,B100010051,F,gyunggi,1994,51000,27,固去,14373,2018-03-16 11:11:27.243860
14374,B100025313,F,seoul,1993,21000,28,固去,14374,2016-01-10 11:11:27.243860
14375,B100021066,M,seoul,1982,78000,39,扁去,14375,2016-01-25 11:11:27.243860
14376,B100005982,M,gyunggi,1965,45000,56,扁去,14376,2019-04-07 11:11:27.243860
14377,B100012386,M,seoul,1988,88000,33,固去,14377,2016-06-10 11:11:27.243860
14378,B100002698,F,inchon,1992,63000,29,固去,14378,2016-02-09 11:11:27.243860
14379,B100056684,F,seoul,1988,66000,33,固去,14379,2020-04-01 11:11:27.243860
14380,B100087228,M,inchon,1971,50000,50,扁去,14380,2016-08-18 11:11:27.243860
14381,B100015207,M,gyunggi,1980,50000,41,扁去,14381,2016-12-13 11:11:27.243860
14382,B100074134,F,seoul,1983,26000,38,扁去,14382,2017-12-01 11:11:27.243860
14383,B100006050,F,gangwon,1992,68000,29,固去,14383,2018-12-25 11:11:27.243860
14384,B100053855,M,gyunggi,1989,20000,32,扁去,14384,2017-05-15 11:11:27.243860
14385,B100060533,F,gyunggi,1972,63000,49,扁去,14385,2017-04-27 11:11:27.243860
14386,B100033865,M,inchon,1986,55000,35,固去,14386,2017-05-10 11:11:27.243860
14387,B100026098,F,seoul,1992,21000,29,固去,14387,2017-01-23 11:11:27.243860
14388,B100046336,F,seoul,1965,66000,56,扁去,14388,2016-09-05 11:11:27.243860
14389,B100008892,F,seoul,1998,76000,23,固去,14389,2016-02-10 11:11:27.243860
14390,B100058696,F,inchon,1998,83000,23,固去,14390,2018-11-05 11:11:27.243860
14391,B100046200,F,gyunggi,1988,73000,33,固去,14391,2017-04-20 11:11:27.243860
14392,B100085722,M,seoul,1984,88000,37,扁去,14392,2019-03-27 11:11:27.243860
14393,B100058587,F,seoul,1991,81000,30,扁去,14393,2019-10-05 11:11:27.243860
14394,B100003019,F,gyunggi,1983,23000,38,扁去,14394,2018-03-05 11:11:27.243860
14395,B100020666,M,gyunggi,1991,20000,30,固去,14395,2018-01-29 11:11:27.243860
14396,B100074720,M,inchon,1987,55000,34,扁去,14396,2016-03-11 11:11:27.243860
14397,B100061604,M,gyunggi,1983,53000,38,扁去,14397,2019-02-20 11:11:27.243860
14398,B100021233,M,gangwon,1992,80000,29,固去,14398,2020-03-07 11:11:27.243860
14399,B100050734,F,inchon,1968,83000,53,扁去,14399,2019-03-04 11:11:27.243860
14400,B100050506,M,seoul,1982,28000,39,扁去,14400,2018-01-11 11:11:27.243860
14401,B100048703,F,seoul,1986,71000,35,固去,14401,2017-11-15 11:11:27.243860
14402,B100006472,F,gyunggi,1985,68000,36,扁去,14402,2018-07-10 11:11:27.243860
14403,B100081597,M,seoul,1990,68000,31,固去,14403,2018-06-02 11:11:27.243860
14404,B100080239,M,gyunggi,1989,20000,32,固去,14404,2019-07-25 11:11:27.243860
14405,B100054134,M,gyunggi,1967,65000,54,扁去,14405,2017-06-05 11:11:27.243860
14406,B100026129,M,inchon,1988,55000,33,扁去,14406,2019-04-06 11:11:27.243860
14407,B100005876,M,seoul,1980,56000,41,扁去,14407,2016-10-31 11:11:27.243860
14408,B100054950,M,gyunggi,1982,25000,39,扁去,14408,2016-07-09 11:11:27.243860
14409,B100091006,M,gangwon,1980,65000,41,扁去,14409,2019-08-08 11:11:27.243860
14410,B100098542,M,gyunggi,1990,20000,31,固去,14410,2016-02-02 11:11:27.243860
14411,B100028802,M,seoul,1993,43000,28,扁去,14411,2016-05-19 11:11:27.243860
14412,B100071072,M,inchon,1995,70000,26,固去,14412,2019-08-06 11:11:27.243860
14413,B100065779,M,seoul,1981,78000,40,扁去,14413,2019-03-04 11:11:27.243860
14414,B100094174,M,seoul,1995,23000,26,固去,14414,2019-05-20 11:11:27.243860
14415,B100050958,F,seoul,1979,56000,42,扁去,14415,2019-03-01 11:11:27.243860
14416,B100009059,F,gangwon,1988,68000,33,固去,14416,2017-11-05 11:11:27.243860
14417,B100008021,F,inchon,1994,23000,27,固去,14417,2018-02-04 11:11:27.243860
14418,B100018075,F,gyunggi,1982,63000,39,扁去,14418,2018-09-19 11:11:27.243860
14419,B100003714,M,gangwon,1986,25000,35,扁去,14419,2016-07-01 11:11:27.243860
14420,B100089808,F,gyunggi,1989,68000,32,扁去,14420,2016-02-15 11:11:27.243860
14421,B100083300,M,seoul,1968,78000,53,扁去,14421,2019-05-02 11:11:27.243860
14422,B100065551,F,seoul,2000,56000,21,固去,14422,2017-11-15 11:11:27.243860
14423,B100098858,F,gangwon,1992,18000,29,扁去,14423,2018-01-10 11:11:27.243860
14424,B100007733,M,gangwon,1986,53000,35,固去,14424,2016-09-05 11:11:27.243860
14425,B100002034,F,inchon,1996,48000,25,固去,14425,2016-06-01 11:11:27.243860
14426,B100009314,F,seoul,1994,86000,27,固去,14426,2020-03-11 11:11:27.243860
14427,B100059386,F,seoul,1997,71000,24,固去,14427,2016-12-25 11:11:27.243860
14428,B100046516,F,seoul,1990,51000,31,固去,14428,2018-11-21 11:11:27.243860
14429,B100067758,M,seoul,1989,43000,32,固去,14429,2017-12-21 11:11:27.243860
14430,B100092765,M,seoul,1996,43000,25,固去,14430,2018-08-18 11:11:27.243860
14431,B100090413,M,seoul,1995,68000,26,固去,14431,2017-11-29 11:11:27.243860
14432,B100054634,F,seoul,1977,76000,44,扁去,14432,2019-02-20 11:11:27.243860
14433,B100067237,M,gyunggi,1988,65000,33,扁去,14433,2018-10-30 11:11:27.243860
14434,B100010343,M,gyunggi,1979,55000,42,扁去,14434,2018-05-29 11:11:27.243860
14435,B100026263,F,inchon,1996,43000,25,固去,14435,2017-12-22 11:11:27.243860
14436,B100049863,M,inchon,1994,80000,27,固去,14436,2017-05-23 11:11:27.243860
14437,B100024600,M,seoul,1970,88000,51,扁去,14437,2016-02-08 11:11:27.243860
14438,B100093231,F,seoul,1989,71000,32,固去,14438,2019-10-08 11:11:27.243860
14439,B100069827,F,seoul,1991,51000,30,固去,14439,2017-03-15 11:11:27.243860
14440,B100017565,F,seoul,1983,71000,38,扁去,14440,2016-10-30 11:11:27.243860
14441,B100090449,M,inchon,1998,70000,23,固去,14441,2019-09-25 11:11:27.243860
14442,B100096403,F,gyunggi,1982,23000,39,扁去,14442,2017-04-01 11:11:27.243860
14443,B100062518,F,seoul,1992,81000,29,固去,14443,2018-10-25 11:11:27.243860
14444,B100093832,F,inchon,1994,23000,27,固去,14444,2020-05-11 11:11:27.243860
14445,B100016810,M,gangwon,1979,50000,42,扁去,14445,2018-01-06 11:11:27.243860
14446,B100029785,M,seoul,1984,53000,37,扁去,14446,2016-11-10 11:11:27.243860
14447,B100070024,M,inchon,1991,40000,30,扁去,14447,2017-10-05 11:11:27.243860
14448,B100009345,F,seoul,1996,46000,25,固去,14448,2016-12-27 11:11:27.243860
14449,B100095275,M,seoul,1992,68000,29,固去,14449,2020-07-07 11:11:27.243860
14450,B100093151,M,seoul,1994,53000,27,扁去,14450,2017-06-06 11:11:27.243860
14451,B100085366,M,inchon,1993,80000,28,固去,14451,2019-12-08 11:11:27.243860
14452,B100076826,M,inchon,1987,75000,34,固去,14452,2017-08-30 11:11:27.243860
14453,B100047413,F,inchon,1991,63000,30,固去,14453,2020-08-11 11:11:27.243860
14454,B100041686,F,seoul,1989,49000,32,固去,14454,2016-12-05 11:11:27.243860
14455,B100043356,F,seoul,1992,46000,29,固去,14455,2017-09-08 11:11:27.243860
14456,B100064541,F,inchon,1977,63000,44,扁去,14456,2019-05-30 11:11:27.243860
14457,B100018901,F,seoul,1996,46000,25,固去,14457,2020-03-22 11:11:27.243860
14458,B100082259,M,seoul,1992,23000,29,固去,14458,2019-07-18 11:11:27.243860
14459,B100072907,F,inchon,1987,23000,34,固去,14459,2017-03-05 11:11:27.243860
14460,B100011166,M,seoul,1992,53000,29,固去,14460,2018-11-22 11:11:27.243860
14461,B100033686,F,inchon,1993,68000,28,固去,14461,2017-01-08 11:11:27.243860
14462,B100072327,M,gangwon,1982,53000,39,扁去,14462,2016-11-30 11:11:27.243860
14463,B100005027,F,gyunggi,1978,83000,43,扁去,14463,2016-05-31 11:11:27.243860
14464,B100085463,M,inchon,1978,55000,43,固去,14464,2019-04-27 11:11:27.243860
14465,B100076593,F,inchon,1980,53000,41,扁去,14465,2019-07-19 11:11:27.243860
14466,B100053905,M,gyunggi,1990,60000,31,固去,14466,2019-05-07 11:11:27.243860
14467,B100002743,F,seoul,1997,54000,24,固去,14467,2019-02-22 11:11:27.243860
14468,B100009530,F,inchon,1978,23000,43,扁去,14468,2018-05-13 11:11:27.243860
14469,B100090104,M,gyunggi,1978,75000,43,扁去,14469,2016-09-09 11:11:27.243860
14470,B100037735,M,inchon,1992,45000,29,固去,14470,2018-06-20 11:11:27.243860
14471,B100071987,F,inchon,1978,23000,43,固去,14471,2018-08-15 11:11:27.243860
14472,B100079266,F,inchon,1993,46000,28,固去,14472,2019-05-08 11:11:27.243860
14473,B100075075,M,seoul,1989,23000,32,固去,14473,2019-09-11 11:11:27.243860
14474,B100021859,F,inchon,1979,73000,42,扁去,14474,2018-02-23 11:11:27.243860
14475,B100028079,M,seoul,1989,43000,32,固去,14475,2016-10-20 11:11:27.243860
14476,B100057659,M,inchon,1980,55000,41,扁去,14476,2019-02-01 11:11:27.243860
14477,B100072877,F,seoul,1996,56000,25,固去,14477,2018-07-14 11:11:27.243860
14478,B100054971,F,inchon,1964,63000,57,固去,14478,2019-08-30 11:11:27.243860
14479,B100094132,M,inchon,1992,65000,29,固去,14479,2018-04-28 11:11:27.243860
14480,B100086170,M,seoul,1991,83000,30,扁去,14480,2017-06-11 11:11:27.243860
